                  epoch,         train/pos_loss,        train/conf_loss,        train/dxdy_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/pos_loss,          val/conf_loss,          val/dxdy_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    185,                  1.772,                0.00129,                0.05939,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000892,               0.000892,               0.000892
                    186,                 1.7696,                0.00122,                0.05541,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008425,              0.0008425,              0.0008425
                    187,                 1.7675,                0.00126,                0.05234,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000793,               0.000793,               0.000793
                    188,                 1.7644,                0.00127,                0.04906,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007435,              0.0007435,              0.0007435
                    189,                 1.7605,                0.00109,                0.04625,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000694,               0.000694,               0.000694
                    190,                 1.7548,                0.00102,                0.04343,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006445,              0.0006445,              0.0006445
                    191,                 1.7512,                0.00094,                0.04087,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000595,               0.000595,               0.000595
                    192,                 1.7462,                0.00089,                0.03854,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0005455,              0.0005455,              0.0005455
                    193,                 1.7389,                0.00092,                0.03674,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000496,               0.000496,               0.000496
                    194,                 1.7322,                0.00086,                0.03476,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004465,              0.0004465,              0.0004465
                    195,                 1.7242,                 0.0008,                 0.0332,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000397,               0.000397,               0.000397
                    196,                  1.716,                0.00073,                0.03166,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003475,              0.0003475,              0.0003475
